id,menu_id,total,estado,restaurante_id,usuario_id,fecha_creacion
5905,351,12.18,PICKED_UP,48,4931,2025-06-01 20:00:01
5906,58,81.62,PICKED_UP,172,2790,2025-06-01 19:56:13
5907,753,24.34,CANCELLED,84,7509,2025-06-01 19:58:51
5908,798,76.73,PENDING,103,134,2025-06-01 19:45:17
5909,595,51.22,CANCELLED,93,7236,2025-06-01 19:54:26
5910,598,61.04,PICKED_UP,151,7940,2025-06-01 19:52:16
5911,687,71.45,PENDING,162,5636,2025-06-01 19:50:51
5912,117,55.49,CANCELLED,170,6096,2025-06-01 19:43:12
5913,349,32.23,READY,46,5104,2025-06-01 19:56:44
5914,364,70.6,PENDING,105,6005,2025-06-01 19:48:32
5915,120,68.32,CANCELLED,9,5314,2025-06-01 19:56:19
5916,490,34.68,READY,120,468,2025-06-01 19:57:47
5917,213,73.98,PICKED_UP,61,5791,2025-06-01 19:53:52
5918,28,83.83,PICKED_UP,129,5475,2025-06-01 19:56:18
5919,665,43.07,READY,45,5082,2025-06-01 19:48:28
5920,489,32.14,CANCELLED,93,4355,2025-06-01 19:54:16
5921,411,86.17,PENDING,186,3888,2025-06-01 19:48:20
5922,434,47.22,CANCELLED,144,3225,2025-06-01 19:47:42
5923,178,38.9,PENDING,183,3569,2025-06-01 19:56:08
5924,676,57.42,READY,60,4940,2025-06-01 19:44:11
5925,492,97.04,CANCELLED,51,4917,2025-06-01 19:57:57
5926,317,27.32,PICKED_UP,92,2738,2025-06-01 19:48:38
5927,551,31.11,PICKED_UP,60,4999,2025-06-01 19:52:49
5928,63,43.73,PENDING,169,7075,2025-06-01 19:57:07
5929,81,62.39,READY,146,213,2025-06-01 19:43:49
5930,473,74.73,READY,155,3333,2025-06-01 19:50:17
5931,473,60.46,PICKED_UP,4,4948,2025-06-01 19:45:33
5932,612,5.67,READY,198,6186,2025-06-01 19:53:39
5933,199,37.85,PICKED_UP,2,853,2025-06-01 19:51:12
5934,413,41.12,CANCELLED,122,6234,2025-06-01 19:51:13
5935,667,90.52,CANCELLED,198,4700,2025-06-01 19:59:38
5936,244,53.06,PICKED_UP,89,3155,2025-06-01 19:45:05
5937,734,96.4,READY,124,4559,2025-06-01 19:53:52
5938,539,70.84,READY,179,3319,2025-06-01 19:43:14
5939,438,17.89,PICKED_UP,16,2459,2025-06-01 19:50:18
5940,188,82.07,PENDING,32,7861,2025-06-01 19:59:51
5941,93,33.33,READY,88,6060,2025-06-01 19:49:08
5942,557,56.25,CANCELLED,47,6212,2025-06-01 19:44:59
5943,549,21.28,PICKED_UP,75,5564,2025-06-01 19:58:24
5944,288,8.15,CANCELLED,147,5984,2025-06-01 19:52:08
5945,405,13.49,READY,13,3120,2025-06-01 19:50:30
5946,299,78.71,CANCELLED,108,629,2025-06-01 19:46:44
5947,108,19.97,READY,174,5482,2025-06-01 19:49:48
5948,362,20.51,PENDING,195,3946,2025-06-01 19:46:16
5949,386,24.43,READY,150,2703,2025-06-01 19:46:02
5950,589,45.16,PICKED_UP,80,7318,2025-06-01 19:43:59
5951,765,53.32,CANCELLED,133,902,2025-06-01 19:54:03
5952,177,82.4,CANCELLED,171,4013,2025-06-01 19:50:26
5953,769,12.36,READY,34,494,2025-06-01 19:57:39
5954,368,36.62,PICKED_UP,198,1835,2025-06-01 19:53:13
5955,76,49.03,READY,85,469,2025-06-01 19:46:43
5956,611,94.94,CANCELLED,127,2503,2025-06-01 20:00:58
5957,236,64.82,PICKED_UP,16,8000,2025-06-01 19:52:45
5958,221,48.41,CANCELLED,156,2481,2025-06-01 19:55:49
5959,404,43.13,PENDING,44,6650,2025-06-01 20:00:13
5960,314,35.73,PICKED_UP,200,969,2025-06-01 19:58:37
5961,194,77.03,PENDING,176,2662,2025-06-01 19:50:56
5962,521,85.77,PENDING,91,2840,2025-06-01 19:53:47
5963,344,39.01,CANCELLED,18,1661,2025-06-01 19:55:47
5964,682,62.14,PICKED_UP,156,7340,2025-06-01 19:48:54
5965,714,6.88,READY,108,5066,2025-06-01 19:54:32
5966,652,46.51,PENDING,117,6682,2025-06-01 19:59:31
5967,716,13.97,PICKED_UP,128,5431,2025-06-01 19:52:18
5968,666,53.03,CANCELLED,170,4723,2025-06-01 19:45:06
5969,575,17.91,PICKED_UP,72,3312,2025-06-01 19:47:44
5970,1,43.02,CANCELLED,9,4848,2025-06-01 19:46:39
5971,480,43.84,READY,178,5220,2025-06-01 19:55:30
5972,599,5.39,READY,47,4587,2025-06-01 19:48:08
5973,660,29.01,CANCELLED,142,6886,2025-06-01 19:46:18
5974,234,16.62,PENDING,77,6233,2025-06-01 19:51:13
5975,569,65.23,PENDING,87,2687,2025-06-01 19:44:43
5976,685,29.52,READY,168,3163,2025-06-01 19:59:47
5977,290,56.22,PENDING,146,414,2025-06-01 19:49:34
5978,663,45.08,PICKED_UP,140,6863,2025-06-01 19:56:27
5979,289,33.66,PENDING,70,5561,2025-06-01 19:47:30
5980,169,73.35,PENDING,186,6804,2025-06-01 19:57:25
5981,397,67.82,PENDING,150,5621,2025-06-01 19:43:47
5982,250,79.55,PENDING,135,2770,2025-06-01 20:00:20
5983,624,97.24,READY,105,3587,2025-06-01 19:50:33
5984,41,86.61,PENDING,78,7225,2025-06-01 20:00:35
5985,634,39.61,PENDING,121,5393,2025-06-01 19:52:31
5986,282,77.78,PICKED_UP,69,7513,2025-06-01 19:48:01
5987,767,23.88,PENDING,12,6900,2025-06-01 20:01:07
5988,458,24.32,READY,106,3751,2025-06-01 20:00:29
5989,362,77.71,CANCELLED,79,5100,2025-06-01 19:50:41
5990,366,39.04,PENDING,132,4780,2025-06-01 19:53:20
5991,511,87.23,READY,189,7247,2025-06-01 19:50:14
5992,604,43.92,CANCELLED,17,2914,2025-06-01 19:59:24
5993,320,81.36,PENDING,107,2658,2025-06-01 20:01:11
5994,229,57.03,PENDING,35,4068,2025-06-01 19:59:02
5995,624,55.56,PENDING,112,1998,2025-06-01 20:01:07
5996,594,29.61,PENDING,169,3106,2025-06-01 19:49:38
5997,122,47.91,READY,58,6006,2025-06-01 19:45:25
5998,797,25.72,PICKED_UP,103,2607,2025-06-01 19:54:02
5999,609,26.42,PENDING,180,3329,2025-06-01 19:44:48
6000,316,25.5,PICKED_UP,129,2963,2025-06-01 19:48:47
6001,367,83.41,PICKED_UP,176,2488,2025-06-01 19:51:10
6002,502,10.19,READY,82,3342,2025-06-01 19:53:17
6003,781,80.9,PENDING,68,5041,2025-06-01 19:47:28
6004,401,86.13,READY,131,6064,2025-06-01 19:44:44
6005,100,17.74,CANCELLED,43,4048,2025-06-01 19:44:29
6006,521,66.88,PICKED_UP,40,1909,2025-06-01 19:44:31
6007,601,51.23,PICKED_UP,164,2450,2025-06-01 19:48:51
6008,689,92.92,PICKED_UP,32,4424,2025-06-01 19:56:28
6009,412,82.29,PICKED_UP,155,7336,2025-06-01 19:58:48
6010,522,71.73,PENDING,131,4441,2025-06-01 19:50:51
6011,607,85.75,PICKED_UP,197,1117,2025-06-01 19:57:32
6012,121,90.63,READY,113,5670,2025-06-01 20:00:12
6013,678,24.78,READY,95,4123,2025-06-01 19:57:23
6014,323,99.45,CANCELLED,151,3155,2025-06-01 19:53:54
6015,35,46.89,PICKED_UP,20,7535,2025-06-01 19:44:07
6016,343,36.26,PICKED_UP,4,6410,2025-06-01 19:50:53
6017,58,25.97,READY,19,5156,2025-06-01 19:56:26
6018,142,76.05,PICKED_UP,35,5256,2025-06-01 19:52:15
6019,167,22.56,PENDING,90,4392,2025-06-01 19:43:27
6020,262,88.59,CANCELLED,61,3016,2025-06-01 19:45:52
6021,703,70.89,CANCELLED,52,5570,2025-06-01 19:57:18
6022,656,99.45,PICKED_UP,180,7760,2025-06-01 19:47:24
6023,84,19.62,PICKED_UP,29,5193,2025-06-01 19:57:45
6024,521,66.31,CANCELLED,192,1800,2025-06-01 19:45:08
6025,642,71.88,READY,166,5251,2025-06-01 19:54:37
6026,354,29.04,PICKED_UP,159,5401,2025-06-01 19:51:33
6027,644,23.19,PICKED_UP,95,7694,2025-06-01 20:01:12
6028,341,50.78,PENDING,11,2560,2025-06-01 19:54:18
6029,288,62.96,PICKED_UP,178,3256,2025-06-01 19:53:37
6030,561,6.62,PENDING,76,2109,2025-06-01 20:00:27
6031,800,31.64,PICKED_UP,68,5148,2025-06-01 19:58:07
6032,588,85.2,READY,37,466,2025-06-01 19:57:01
6033,775,87.8,PICKED_UP,167,6691,2025-06-01 19:49:38
6034,188,78.23,READY,140,669,2025-06-01 19:49:57
6035,492,46.44,PICKED_UP,2,646,2025-06-01 19:51:24
6036,70,96.98,PENDING,168,5642,2025-06-01 19:56:05
6037,712,26.27,READY,193,7877,2025-06-01 19:55:59
6038,798,68.89,PENDING,185,1152,2025-06-01 19:49:27
6039,611,58.78,PENDING,23,1811,2025-06-01 19:52:53
6040,753,81.32,CANCELLED,4,6663,2025-06-01 19:46:14
6041,688,26.06,PICKED_UP,11,1458,2025-06-01 19:52:11
6042,429,28.18,READY,57,1293,2025-06-01 19:57:32
6043,521,8.73,READY,63,3637,2025-06-01 19:49:39
6044,767,61.86,READY,130,3642,2025-06-01 19:58:06
6045,358,48.8,CANCELLED,63,977,2025-06-01 19:50:27
6046,63,40.07,CANCELLED,169,5325,2025-06-01 20:00:00
6047,436,28.78,PICKED_UP,171,7367,2025-06-01 19:57:05
6048,268,56.26,READY,163,4859,2025-06-01 19:48:27
6049,703,69.2,READY,110,5212,2025-06-01 19:52:59
6050,558,90.36,PICKED_UP,194,1124,2025-06-01 19:44:11
6051,228,71.11,READY,19,5016,2025-06-01 19:54:08
6052,82,66.3,CANCELLED,1,256,2025-06-01 19:59:32
6053,56,42.8,PENDING,172,869,2025-06-01 19:50:51
6054,401,10.88,CANCELLED,9,3142,2025-06-01 19:45:39
6055,346,64.18,CANCELLED,100,3741,2025-06-01 20:00:17
6056,689,30.08,PICKED_UP,146,4274,2025-06-01 19:59:19
6057,270,23.72,PENDING,12,908,2025-06-01 19:59:43
6058,544,66.35,CANCELLED,1,4586,2025-06-01 19:58:59
6059,581,65.9,PENDING,186,2844,2025-06-01 19:56:35
6060,622,79.66,PENDING,15,1708,2025-06-01 19:51:34
6061,415,86.38,PENDING,1,5201,2025-06-01 19:50:28
6062,105,35.02,READY,22,2541,2025-06-01 19:50:55
6063,353,19.01,CANCELLED,28,4353,2025-06-01 19:58:42
6064,615,49.77,PICKED_UP,26,2084,2025-06-01 19:54:39
6065,309,49.48,CANCELLED,94,5043,2025-06-01 19:50:56
6066,318,48.81,READY,122,3846,2025-06-01 19:48:04
6067,537,50.8,PICKED_UP,18,2166,2025-06-01 20:00:24
6068,79,26.12,CANCELLED,189,783,2025-06-01 19:55:05
6069,658,33.95,PENDING,108,3305,2025-06-01 19:59:35
6070,311,73.91,CANCELLED,16,5231,2025-06-01 19:55:19
6071,759,11.61,CANCELLED,147,278,2025-06-01 19:49:47
6072,490,87.43,READY,120,7490,2025-06-01 20:01:03
6073,713,55.69,PENDING,70,3377,2025-06-01 19:51:57
6074,793,99.8,READY,84,6231,2025-06-01 19:46:44
6075,450,80.81,CANCELLED,119,3729,2025-06-01 19:58:39
6076,385,39.87,PICKED_UP,15,213,2025-06-01 19:57:02
6077,206,72.4,CANCELLED,51,859,2025-06-01 19:46:03
6078,750,29.24,READY,23,4836,2025-06-01 19:44:18
6079,102,19.9,PICKED_UP,129,2632,2025-06-01 19:46:21
6080,1,33.3,READY,21,6558,2025-06-01 19:52:11
6081,557,60.49,PICKED_UP,39,7618,2025-06-01 19:59:47
6082,555,94.56,PENDING,66,3270,2025-06-01 19:56:35
6083,245,96.02,CANCELLED,127,1779,2025-06-01 19:50:26
6084,752,72.08,READY,192,636,2025-06-01 19:52:39
6085,553,67.87,CANCELLED,16,504,2025-06-01 19:55:27
6086,757,50.02,CANCELLED,199,163,2025-06-01 19:54:00
6087,623,80.74,PENDING,150,5958,2025-06-01 19:54:00
6088,241,27.92,PICKED_UP,36,567,2025-06-01 19:54:01
6089,793,30.58,CANCELLED,184,3508,2025-06-01 19:47:46
6090,665,28.63,PICKED_UP,117,3274,2025-06-01 20:00:05
6091,46,90.39,CANCELLED,172,1143,2025-06-01 19:46:41
6092,511,49.09,PICKED_UP,109,3156,2025-06-01 20:00:31
6093,411,15.16,PICKED_UP,103,6624,2025-06-01 19:43:40
6094,677,71.43,PICKED_UP,199,7157,2025-06-01 20:00:36
6095,724,83.78,PICKED_UP,90,2117,2025-06-01 19:54:52
6096,8,63.18,PENDING,127,1954,2025-06-01 19:47:14
6097,756,86.03,PICKED_UP,148,5776,2025-06-01 19:55:43
6098,499,30.72,READY,61,1075,2025-06-01 19:44:50
6099,336,20.02,READY,65,3060,2025-06-01 19:44:21
6100,137,82.71,READY,181,7606,2025-06-01 19:44:57
6101,22,19.91,PENDING,91,5520,2025-06-01 19:50:49
6102,618,51.81,READY,31,3714,2025-06-01 19:46:37
6103,136,13.17,PICKED_UP,130,6958,2025-06-01 19:55:09
6104,144,22.9,PICKED_UP,144,3174,2025-06-01 19:54:47
6105,662,73.66,READY,160,5533,2025-06-01 19:48:24
6106,720,67.12,READY,60,6039,2025-06-01 19:58:39
6107,133,31.9,READY,130,2977,2025-06-01 19:56:32
6108,785,25.09,PICKED_UP,138,4704,2025-06-01 19:48:45
6109,37,77.09,READY,125,595,2025-06-01 19:47:52
6110,551,73.3,CANCELLED,134,1171,2025-06-01 19:46:31
6111,415,49.67,CANCELLED,54,5147,2025-06-01 19:48:38
6112,774,9.85,PENDING,33,3458,2025-06-01 19:54:45
6113,792,38.32,CANCELLED,74,5667,2025-06-01 20:00:41
6114,507,9.49,PENDING,156,2882,2025-06-01 19:53:11
6115,569,48.15,PENDING,100,3593,2025-06-01 19:49:22
6116,80,16.14,CANCELLED,154,6314,2025-06-01 19:47:23
6117,544,88.55,CANCELLED,110,2828,2025-06-01 19:46:22
6118,153,45.3,CANCELLED,104,3601,2025-06-01 19:53:17
6119,605,5.87,PENDING,197,6234,2025-06-01 19:50:15
6120,748,46.47,READY,145,537,2025-06-01 19:51:35
6121,755,41.89,READY,57,135,2025-06-01 19:55:41
6122,300,58.66,READY,136,7917,2025-06-01 19:54:02
6123,582,24.43,READY,43,3846,2025-06-01 19:47:51
6124,545,16.49,READY,66,4593,2025-06-01 19:46:24
6125,95,10.71,PENDING,91,7806,2025-06-01 19:43:17
6126,234,18.91,CANCELLED,199,3387,2025-06-01 19:52:43
6127,277,82.91,CANCELLED,151,6434,2025-06-01 19:51:07
6128,566,52.85,CANCELLED,42,649,2025-06-01 19:53:27
6129,200,15.39,PICKED_UP,21,6578,2025-06-01 20:01:03
6130,470,62.6,PICKED_UP,133,6848,2025-06-01 19:46:32
6131,536,36.45,READY,101,3064,2025-06-01 19:56:51
6132,663,9.6,CANCELLED,68,5407,2025-06-01 19:53:27
6133,573,26.1,READY,103,7799,2025-06-01 19:50:08
6134,355,99.74,PENDING,102,6596,2025-06-01 19:49:32
6135,391,78.45,READY,84,7230,2025-06-01 19:53:46
6136,339,88.71,READY,42,7677,2025-06-01 19:50:57
6137,610,64.25,PENDING,130,6114,2025-06-01 19:58:07
6138,133,12.04,PICKED_UP,86,6629,2025-06-01 19:59:07
6139,503,48.79,PICKED_UP,61,1436,2025-06-01 19:55:22
6140,454,16.47,READY,121,4767,2025-06-01 19:51:22
6141,485,77.72,PICKED_UP,57,2078,2025-06-01 19:56:06
6142,261,32.98,PICKED_UP,169,6430,2025-06-01 19:49:19
6143,555,92.83,PICKED_UP,80,2649,2025-06-01 19:56:19
6144,488,66.97,PICKED_UP,91,5853,2025-06-01 19:55:46
6145,254,5.27,PICKED_UP,81,3272,2025-06-01 19:59:46
6146,633,52.68,PENDING,2,5650,2025-06-01 19:45:06
6147,595,23.38,READY,72,406,2025-06-01 19:47:48
6148,621,12.99,PENDING,153,6427,2025-06-01 19:48:29
6149,729,6.17,CANCELLED,81,6448,2025-06-01 19:59:26
6150,80,30.68,CANCELLED,122,3884,2025-06-01 19:44:50
6151,325,59.36,PICKED_UP,42,4169,2025-06-01 19:58:54
6152,596,44.48,CANCELLED,65,6531,2025-06-01 19:50:08
6153,475,5.28,PENDING,63,6623,2025-06-01 19:47:08
6154,690,91.42,PENDING,172,7642,2025-06-01 19:53:08
6155,140,40.4,PICKED_UP,143,5041,2025-06-01 19:51:11
6156,277,34.06,READY,141,186,2025-06-01 19:59:29
6157,556,85.76,CANCELLED,141,600,2025-06-01 19:48:05
6158,552,51.62,PICKED_UP,96,3922,2025-06-01 19:55:21
6159,363,81.03,PENDING,79,1718,2025-06-01 19:46:39
6160,438,29.2,PICKED_UP,6,7958,2025-06-01 19:52:52
6161,742,88.15,READY,117,4967,2025-06-01 19:55:03
6162,770,80.74,READY,115,7153,2025-06-01 19:53:11
6163,755,37.37,PENDING,95,303,2025-06-01 19:48:15
6164,279,85.63,PENDING,117,6737,2025-06-01 19:51:29
6165,700,23.53,CANCELLED,25,6334,2025-06-01 19:51:09
6166,729,83.23,CANCELLED,135,6186,2025-06-01 19:59:34
6167,575,39.33,PENDING,116,1574,2025-06-01 19:57:44
6168,195,35.29,PENDING,21,6261,2025-06-01 19:53:40
6169,432,14.11,CANCELLED,11,1249,2025-06-01 19:50:44
6170,691,19.51,PENDING,4,6464,2025-06-01 19:59:55
6171,685,22.06,READY,79,3430,2025-06-01 19:51:51
6172,329,70.05,PICKED_UP,99,1441,2025-06-01 19:48:21
6173,175,43.08,PICKED_UP,106,6087,2025-06-01 19:50:46
6174,455,90.62,CANCELLED,197,5242,2025-06-01 19:58:09
6175,49,36.57,READY,127,1073,2025-06-01 19:50:49
6176,27,79.0,CANCELLED,162,7144,2025-06-01 19:47:48
6177,358,59.31,PICKED_UP,160,4791,2025-06-01 19:52:10
6178,772,96.27,READY,183,2469,2025-06-01 19:56:38
6179,626,8.25,PICKED_UP,13,890,2025-06-01 20:00:43
6180,691,43.36,READY,8,7179,2025-06-01 19:56:03
6181,407,20.64,CANCELLED,32,6144,2025-06-01 19:55:13
6182,7,31.06,CANCELLED,198,7894,2025-06-01 19:53:08
6183,455,30.47,PICKED_UP,196,7482,2025-06-01 19:49:48
6184,172,92.15,READY,182,1027,2025-06-01 19:59:24
6185,615,64.92,PICKED_UP,16,118,2025-06-01 19:47:42
6186,395,16.73,PICKED_UP,113,2851,2025-06-01 19:55:31
6187,380,71.77,PENDING,77,999,2025-06-01 19:46:16
6188,23,95.57,CANCELLED,174,4580,2025-06-01 19:47:33
6189,515,45.65,CANCELLED,108,1962,2025-06-01 19:48:51
6190,586,5.02,READY,177,6735,2025-06-01 19:50:54
6191,208,14.25,READY,28,7741,2025-06-01 19:47:52
6192,216,40.59,PICKED_UP,74,6843,2025-06-01 19:53:51
6193,67,52.88,CANCELLED,76,319,2025-06-01 19:53:03
6194,120,55.63,PICKED_UP,195,7909,2025-06-01 19:58:25
6195,272,28.23,CANCELLED,7,7732,2025-06-01 19:43:43
6196,124,51.89,CANCELLED,74,3837,2025-06-01 19:54:57
6197,166,50.39,READY,153,4230,2025-06-01 19:59:12
6198,616,51.57,PICKED_UP,83,273,2025-06-01 20:00:27
6199,785,92.72,CANCELLED,45,5485,2025-06-01 19:52:30
6200,620,76.17,PICKED_UP,152,6284,2025-06-01 20:00:27
6201,295,66.44,CANCELLED,72,7150,2025-06-01 19:43:34
6202,394,81.64,PENDING,61,5276,2025-06-01 19:51:01
6203,533,99.68,READY,140,5859,2025-06-01 19:59:47
6204,484,25.57,PENDING,49,7344,2025-06-01 19:52:53
6205,194,30.74,READY,162,2562,2025-06-01 19:58:38
6206,150,13.83,PICKED_UP,141,222,2025-06-01 19:58:06
6207,267,13.84,CANCELLED,166,5966,2025-06-01 19:58:42
6208,439,16.33,PICKED_UP,30,836,2025-06-01 19:51:36
6209,645,36.66,CANCELLED,138,7979,2025-06-01 19:51:32
6210,169,42.78,PENDING,25,5820,2025-06-01 19:58:57
6211,233,85.06,READY,26,1894,2025-06-01 19:53:58
6212,600,80.48,PICKED_UP,184,1347,2025-06-01 20:01:02
6213,735,36.05,PENDING,37,6058,2025-06-01 19:57:00
6214,727,15.18,PENDING,110,2393,2025-06-01 19:44:07
6215,596,23.02,CANCELLED,25,7685,2025-06-01 19:48:57
6216,270,65.92,PENDING,165,3230,2025-06-01 19:55:51
6217,431,74.04,PENDING,148,1321,2025-06-01 19:56:46
6218,571,92.16,CANCELLED,1,6935,2025-06-01 19:45:53
6219,112,88.36,CANCELLED,132,5107,2025-06-01 19:48:27
6220,129,22.0,CANCELLED,155,3028,2025-06-01 19:46:13
6221,216,85.46,PENDING,150,7820,2025-06-01 19:49:56
6222,156,37.16,PENDING,65,7097,2025-06-01 19:58:28
6223,112,47.06,CANCELLED,7,2277,2025-06-01 19:52:43
6224,350,68.34,PICKED_UP,190,432,2025-06-01 19:55:51
6225,717,22.77,PICKED_UP,87,2606,2025-06-01 19:47:55
6226,415,77.98,READY,127,1196,2025-06-01 19:56:38
6227,625,14.1,READY,30,5982,2025-06-01 19:58:08
6228,556,7.78,READY,200,5191,2025-06-01 19:56:23
6229,81,34.49,PENDING,146,4437,2025-06-01 19:52:08
6230,330,33.3,CANCELLED,114,4705,2025-06-01 19:55:41
6231,463,32.15,PICKED_UP,100,7902,2025-06-01 20:01:06
6232,540,84.27,PICKED_UP,44,51,2025-06-01 19:48:47
6233,750,15.37,PICKED_UP,71,6656,2025-06-01 19:56:51
6234,245,33.1,PICKED_UP,122,4042,2025-06-01 19:58:58
6235,412,50.66,PENDING,118,7130,2025-06-01 19:49:32
6236,20,65.7,READY,129,4087,2025-06-01 19:47:35
6237,465,40.85,PICKED_UP,23,943,2025-06-01 19:58:54
6238,138,51.45,CANCELLED,12,6853,2025-06-01 19:59:11
6239,229,64.48,PENDING,177,2129,2025-06-01 19:49:24
6240,669,77.46,CANCELLED,97,6006,2025-06-01 19:54:54
6241,452,74.23,CANCELLED,73,2810,2025-06-01 19:46:39
6242,376,9.21,PENDING,118,7658,2025-06-01 19:48:49
6243,570,56.2,CANCELLED,137,1713,2025-06-01 19:51:36
6244,666,96.22,CANCELLED,5,2041,2025-06-01 19:43:47
6245,409,33.21,PICKED_UP,41,4888,2025-06-01 19:47:06
6246,375,49.42,PENDING,184,5131,2025-06-01 19:53:13
6247,256,90.2,READY,18,2010,2025-06-01 19:59:45
6248,212,10.03,CANCELLED,191,2194,2025-06-01 19:56:22
6249,11,39.11,READY,7,3700,2025-06-01 19:47:50
6250,57,24.34,PICKED_UP,132,2780,2025-06-01 19:46:35
6251,79,22.96,PICKED_UP,50,5030,2025-06-01 19:45:13
6252,205,26.87,PENDING,174,7549,2025-06-01 20:00:28
6253,402,20.21,PICKED_UP,55,3396,2025-06-01 19:55:21
6254,651,98.41,PICKED_UP,19,1820,2025-06-01 19:44:50
6255,532,36.91,READY,31,3779,2025-06-01 19:48:24
6256,603,29.34,PICKED_UP,57,2160,2025-06-01 19:50:08
6257,285,55.67,PICKED_UP,55,3041,2025-06-01 19:49:07
6258,168,12.99,PENDING,86,5675,2025-06-01 19:52:35
6259,581,14.23,READY,179,3925,2025-06-01 19:55:40
6260,366,62.59,PICKED_UP,95,1901,2025-06-01 19:49:38
6261,742,93.49,CANCELLED,192,3112,2025-06-01 20:00:28
6262,654,71.0,CANCELLED,46,3503,2025-06-01 19:49:46
6263,382,19.12,READY,140,3794,2025-06-01 19:59:27
6264,681,58.07,PENDING,164,3314,2025-06-01 19:45:03
6265,16,96.57,CANCELLED,26,4076,2025-06-01 19:59:32
6266,128,96.92,CANCELLED,13,488,2025-06-01 19:57:09
6267,453,91.33,READY,76,4135,2025-06-01 19:55:01
6268,125,63.45,CANCELLED,109,3113,2025-06-01 19:57:09
6269,685,32.58,PICKED_UP,115,1546,2025-06-01 19:51:42
6270,778,75.44,PENDING,57,6655,2025-06-01 19:53:12
6271,520,73.87,CANCELLED,57,7605,2025-06-01 19:54:53
6272,553,49.41,PENDING,83,271,2025-06-01 19:44:32
6273,655,55.93,READY,64,1597,2025-06-01 19:57:58
6274,658,79.48,READY,177,6303,2025-06-01 19:48:42
6275,734,44.62,PENDING,100,1528,2025-06-01 19:53:43
6276,265,36.03,READY,177,4125,2025-06-01 19:53:13
6277,226,38.76,CANCELLED,27,3992,2025-06-01 19:49:08
6278,349,35.34,CANCELLED,97,907,2025-06-01 20:00:55
6279,58,17.7,READY,65,5790,2025-06-01 19:44:40
6280,160,13.52,PICKED_UP,64,3268,2025-06-01 19:58:25
6281,168,21.79,PENDING,192,5031,2025-06-01 19:49:58
6282,712,47.34,PICKED_UP,175,4841,2025-06-01 19:44:38
6283,163,34.13,CANCELLED,139,4433,2025-06-01 19:50:24
6284,50,30.15,PENDING,159,3654,2025-06-01 19:59:46
6285,204,75.93,PENDING,13,1430,2025-06-01 19:43:28
6286,506,15.81,PENDING,56,4817,2025-06-01 19:52:41
6287,795,19.78,READY,83,7056,2025-06-01 19:54:23
6288,763,85.26,READY,4,2115,2025-06-01 19:52:51
6289,453,38.77,CANCELLED,180,2255,2025-06-01 19:58:02
6290,779,91.67,CANCELLED,191,2100,2025-06-01 19:54:50
6291,396,50.46,CANCELLED,33,7294,2025-06-01 19:55:18
6292,361,12.24,READY,14,6195,2025-06-01 19:54:48
6293,161,37.33,CANCELLED,106,3319,2025-06-01 19:56:03
6294,367,98.15,PICKED_UP,178,2541,2025-06-01 19:45:27
6295,546,19.2,READY,192,64,2025-06-01 19:48:24
6296,514,98.91,READY,155,7374,2025-06-01 19:59:35
6297,80,71.87,READY,149,7477,2025-06-01 19:51:13
6298,562,31.28,PENDING,166,2783,2025-06-01 20:00:40
6299,54,85.58,PENDING,105,3135,2025-06-01 19:56:35
6300,287,57.82,READY,176,2807,2025-06-01 19:53:47
6301,17,96.33,READY,132,5075,2025-06-01 19:55:21
6302,646,45.83,CANCELLED,181,3891,2025-06-01 19:43:38
6303,275,58.51,PICKED_UP,98,4225,2025-06-01 20:00:46
6304,319,45.46,PENDING,136,4125,2025-06-01 19:51:31
6305,232,67.11,PICKED_UP,134,86,2025-06-01 19:53:19
6306,632,94.59,PICKED_UP,125,2561,2025-06-01 19:54:40
6307,118,94.25,READY,77,2264,2025-06-01 19:55:23
6308,673,36.6,READY,169,22,2025-06-01 19:52:47
6309,519,8.49,READY,70,77,2025-06-01 19:52:44
6310,584,44.47,PENDING,78,1070,2025-06-01 19:53:00
6311,343,64.01,CANCELLED,36,6123,2025-06-01 19:51:31
6312,715,52.78,PENDING,88,2902,2025-06-01 19:54:10
6313,580,45.76,CANCELLED,11,7266,2025-06-01 19:49:30
6314,488,90.17,PICKED_UP,185,2341,2025-06-01 19:58:14
6315,323,63.05,READY,178,522,2025-06-01 19:59:52
6316,166,64.74,CANCELLED,111,5116,2025-06-01 19:54:46
6317,532,23.68,PENDING,78,5074,2025-06-01 19:56:37
6318,653,99.69,PICKED_UP,148,4034,2025-06-01 19:47:10
6319,51,79.2,READY,92,4499,2025-06-01 19:54:13
6320,357,92.78,CANCELLED,196,6989,2025-06-01 19:44:09
6321,271,52.47,CANCELLED,199,3278,2025-06-01 19:45:18
6322,457,73.45,READY,104,3261,2025-06-01 19:47:28
6323,529,27.4,PICKED_UP,168,885,2025-06-01 19:47:21
6324,58,59.77,PICKED_UP,127,720,2025-06-01 19:47:58
6325,370,7.28,CANCELLED,45,2280,2025-06-01 19:44:16
6326,101,37.82,READY,190,1466,2025-06-01 19:46:07
6327,299,8.14,CANCELLED,28,3685,2025-06-01 19:48:12
6328,21,31.7,PENDING,3,103,2025-06-01 19:44:11
6329,549,75.37,CANCELLED,56,4017,2025-06-01 20:00:55
6330,748,10.46,READY,29,1329,2025-06-01 19:48:29
6331,1,9.91,PICKED_UP,172,4799,2025-06-01 19:51:06
