id,usuario_id,restaurante_id,fecha,hora,invitados,estado,menu_id,pedido_id
1320,4877,102,2025-06-01,19:45:20,1,ACTIVE,34,19853
1321,1090,70,2025-06-01,19:52:19,4,CANCELLED,431,10671
1322,6681,77,2025-06-01,20:00:57,4,ACTIVE,378,18201
1323,1017,138,2025-06-01,19:51:49,3,ACTIVE,566,20717
1324,3341,79,2025-06-01,19:48:09,7,ACTIVE,338,5698
1325,5933,146,2025-06-01,19:51:01,2,CANCELLED,100,1183
1326,4856,182,2025-06-01,19:50:04,7,CANCELLED,697,3116
1327,7845,140,2025-06-01,19:55:41,5,CANCELLED,321,8712
1328,5255,35,2025-06-01,19:57:27,5,ACTIVE,715,15210
1329,566,37,2025-06-01,19:53:18,2,CANCELLED,72,5888
1330,1169,184,2025-06-01,19:56:16,3,ACTIVE,476,14321
1331,6043,1,2025-06-01,19:50:16,6,CANCELLED,415,27543
1332,1825,139,2025-06-01,19:43:53,7,CANCELLED,341,27742
1333,607,197,2025-06-01,19:56:43,6,CANCELLED,64,29602
1334,3650,64,2025-06-01,19:49:03,7,CANCELLED,70,7426
1335,1729,102,2025-06-01,19:58:46,1,CANCELLED,560,7314
1336,6624,20,2025-06-01,19:58:49,2,ACTIVE,639,18070
1337,2028,49,2025-06-01,19:48:17,3,CANCELLED,390,9588
1338,2503,192,2025-06-01,19:55:10,5,CANCELLED,799,25429
1339,6835,143,2025-06-01,19:59:12,6,ACTIVE,76,2478
1340,5646,117,2025-06-01,19:52:52,8,ACTIVE,389,24509
1341,2792,139,2025-06-01,19:49:10,6,ACTIVE,344,17996
1342,2240,66,2025-06-01,19:47:52,6,ACTIVE,550,28135
1343,2132,87,2025-06-01,19:45:32,1,CANCELLED,192,14194
1344,689,161,2025-06-01,19:52:38,1,ACTIVE,41,272
1345,1197,58,2025-06-01,19:46:34,8,ACTIVE,69,18369
1346,683,76,2025-06-01,19:45:07,8,ACTIVE,301,16359
1347,1715,11,2025-06-01,19:44:18,4,ACTIVE,198,16428
1348,4041,142,2025-06-01,19:45:59,6,ACTIVE,301,22504
1349,6490,9,2025-06-01,19:56:47,3,CANCELLED,220,10498
1350,428,200,2025-06-01,19:59:11,3,ACTIVE,145,7959
1351,7685,9,2025-06-01,19:51:24,6,CANCELLED,9,15838
1352,1558,73,2025-06-01,19:55:14,2,CANCELLED,95,22408
1353,429,16,2025-06-01,19:43:25,2,CANCELLED,542,18701
1354,3221,34,2025-06-01,19:43:46,8,ACTIVE,211,15987
1355,6941,93,2025-06-01,19:57:30,1,ACTIVE,236,1095
1356,7946,195,2025-06-01,19:55:30,8,CANCELLED,477,10339
1357,4084,78,2025-06-01,19:43:48,2,ACTIVE,381,28542
1358,7578,60,2025-06-01,19:46:19,6,CANCELLED,348,14412
1359,6495,5,2025-06-01,20:00:42,3,ACTIVE,76,20514
1360,3610,157,2025-06-01,19:58:16,6,CANCELLED,114,25362
1361,7916,67,2025-06-01,19:59:27,1,CANCELLED,384,19940
1362,4462,39,2025-06-01,19:52:18,4,CANCELLED,91,28295
1363,3388,117,2025-06-01,19:44:15,4,CANCELLED,461,16159
1364,1509,3,2025-06-01,19:45:49,3,CANCELLED,312,2478
1365,5257,25,2025-06-01,19:48:59,3,CANCELLED,573,20178
1366,285,15,2025-06-01,19:52:54,7,CANCELLED,462,17236
1367,6735,46,2025-06-01,19:58:19,6,ACTIVE,283,26038
1368,3749,137,2025-06-01,20:00:19,3,CANCELLED,488,22408
1369,5753,116,2025-06-01,19:47:06,3,ACTIVE,451,22947
1370,5777,8,2025-06-01,19:54:15,3,ACTIVE,321,16447
1371,2713,166,2025-06-01,19:54:55,1,ACTIVE,608,7151
1372,2473,196,2025-06-01,19:54:14,8,CANCELLED,126,21512
1373,2858,109,2025-06-01,19:51:42,4,ACTIVE,531,779
1374,4377,157,2025-06-01,19:49:32,3,CANCELLED,674,27255
1375,2367,128,2025-06-01,19:50:33,1,ACTIVE,32,15409
1376,403,42,2025-06-01,19:51:34,4,ACTIVE,565,2280
1377,4804,22,2025-06-01,19:53:29,8,CANCELLED,553,14878
1378,2847,132,2025-06-01,19:43:42,5,CANCELLED,102,12214
1379,4807,7,2025-06-01,19:52:38,7,CANCELLED,250,6734
1380,7837,21,2025-06-01,20:00:27,2,ACTIVE,253,11036
1381,4533,195,2025-06-01,19:58:23,7,CANCELLED,738,166
1382,7428,186,2025-06-01,19:59:46,2,CANCELLED,262,10350
1383,967,91,2025-06-01,19:54:11,8,CANCELLED,631,12542
1384,83,83,2025-06-01,19:47:25,3,ACTIVE,133,19271
1385,6222,141,2025-06-01,19:43:33,6,CANCELLED,598,24963
1386,4358,98,2025-06-01,19:51:39,2,CANCELLED,86,25242
1387,2550,75,2025-06-01,20:00:33,7,ACTIVE,647,27674
1388,6406,3,2025-06-01,19:53:37,2,CANCELLED,781,9575
1389,6763,22,2025-06-01,19:49:15,8,ACTIVE,760,3264
1390,7210,92,2025-06-01,19:58:26,6,CANCELLED,770,8507
1391,7122,149,2025-06-01,19:54:38,3,CANCELLED,91,11526
1392,4219,142,2025-06-01,19:58:23,8,ACTIVE,24,28925
1393,7827,44,2025-06-01,19:46:12,4,CANCELLED,742,4263
1394,7835,154,2025-06-01,19:47:53,1,ACTIVE,463,5030
1395,5049,157,2025-06-01,19:46:23,2,CANCELLED,781,7130
1396,4611,135,2025-06-01,19:48:12,5,CANCELLED,747,6527
1397,4210,89,2025-06-01,19:48:43,5,ACTIVE,688,26322
1398,7718,99,2025-06-01,19:44:20,3,ACTIVE,490,9686
1399,3757,34,2025-06-01,19:45:25,6,ACTIVE,535,12606
1400,131,82,2025-06-01,19:59:49,2,CANCELLED,565,22458
1401,4914,187,2025-06-01,19:47:40,3,CANCELLED,122,28506
1402,1552,143,2025-06-01,19:56:18,3,ACTIVE,430,21366
1403,3325,198,2025-06-01,19:50:52,2,ACTIVE,52,27737
1404,4537,4,2025-06-01,19:46:35,8,CANCELLED,714,14780
1405,3595,176,2025-06-01,19:50:15,7,CANCELLED,349,25051
1406,5419,12,2025-06-01,19:52:29,1,CANCELLED,473,22375
1407,3011,122,2025-06-01,19:44:17,5,ACTIVE,18,1928
1408,93,148,2025-06-01,20:00:58,6,CANCELLED,15,24962
1409,4657,84,2025-06-01,19:44:03,6,ACTIVE,498,323
1410,4749,122,2025-06-01,19:44:24,3,ACTIVE,349,17903
1411,5055,26,2025-06-01,19:54:04,7,ACTIVE,496,24628
1412,5995,96,2025-06-01,19:46:08,7,CANCELLED,369,7070
1413,5029,29,2025-06-01,19:58:12,5,ACTIVE,700,27638
1414,1455,73,2025-06-01,19:51:29,8,CANCELLED,388,5673
1415,5597,156,2025-06-01,19:57:37,4,CANCELLED,596,14711
1416,1499,36,2025-06-01,19:57:59,4,ACTIVE,204,11931
1417,564,16,2025-06-01,19:46:11,6,ACTIVE,13,11878
1418,3161,77,2025-06-01,19:45:34,4,ACTIVE,44,19326
1419,1972,63,2025-06-01,19:48:48,6,CANCELLED,48,13268
1420,4909,166,2025-06-01,19:56:10,8,ACTIVE,315,20639
1421,6708,140,2025-06-01,19:59:42,6,CANCELLED,590,3721
1422,779,53,2025-06-01,19:49:21,2,CANCELLED,124,29744
1423,6124,36,2025-06-01,19:48:21,5,ACTIVE,386,19806
1424,6219,169,2025-06-01,19:54:21,4,ACTIVE,179,15724
1425,6310,111,2025-06-01,19:46:15,1,CANCELLED,710,14862
1426,982,121,2025-06-01,19:58:28,1,ACTIVE,534,21355
1427,5926,121,2025-06-01,19:54:26,7,CANCELLED,281,6530
1428,2209,117,2025-06-01,20:00:40,3,CANCELLED,100,18982
1429,5316,67,2025-06-01,19:45:53,5,CANCELLED,688,15359
1430,1675,137,2025-06-01,19:45:16,5,ACTIVE,661,23950
1431,4319,159,2025-06-01,19:48:36,1,ACTIVE,129,12238
1432,6313,41,2025-06-01,19:55:06,3,ACTIVE,241,16226
1433,7469,148,2025-06-01,19:49:46,5,ACTIVE,425,22428
1434,5449,14,2025-06-01,20:00:15,4,CANCELLED,663,1256
1435,5882,148,2025-06-01,20:00:50,3,CANCELLED,508,22346
1436,5389,130,2025-06-01,19:47:55,4,ACTIVE,34,19028
1437,4368,62,2025-06-01,19:45:51,8,CANCELLED,346,17602
1438,3499,79,2025-06-01,19:45:18,4,CANCELLED,90,13633
1439,1802,54,2025-06-01,19:48:56,8,CANCELLED,377,27960
1440,7791,176,2025-06-01,19:52:03,8,CANCELLED,329,5824
1441,5150,180,2025-06-01,19:57:39,2,ACTIVE,266,2851
1442,7740,99,2025-06-01,19:49:51,1,ACTIVE,242,9462
1443,4039,82,2025-06-01,19:58:08,7,CANCELLED,788,23454
1444,1904,78,2025-06-01,19:49:24,5,ACTIVE,660,20015
1445,3070,198,2025-06-01,19:49:24,1,CANCELLED,21,26527
1446,670,160,2025-06-01,19:52:28,7,ACTIVE,619,21394
1447,7067,148,2025-06-01,19:57:54,5,CANCELLED,483,24321
1448,2478,5,2025-06-01,19:49:58,8,ACTIVE,753,16010
1449,7132,130,2025-06-01,19:54:44,4,ACTIVE,795,5167
1450,1103,68,2025-06-01,19:58:53,6,ACTIVE,417,28680
1451,2266,9,2025-06-01,19:53:43,5,ACTIVE,660,15737
1452,7260,67,2025-06-01,19:57:23,7,ACTIVE,16,23332
1453,7857,62,2025-06-01,19:58:48,4,CANCELLED,219,29013
1454,6578,86,2025-06-01,19:53:08,5,CANCELLED,799,5391
1455,370,90,2025-06-01,19:56:51,4,CANCELLED,115,16363
1456,1746,39,2025-06-01,20:00:53,1,ACTIVE,673,19516
1457,3657,78,2025-06-01,19:58:24,6,CANCELLED,93,29385
1458,5612,164,2025-06-01,19:43:14,4,CANCELLED,264,26384
1459,4581,70,2025-06-01,19:48:52,4,ACTIVE,228,23930
1460,1483,72,2025-06-01,19:44:50,2,CANCELLED,590,12771
1461,2262,84,2025-06-01,19:50:26,4,CANCELLED,351,16554
1462,5748,86,2025-06-01,20:00:47,1,CANCELLED,81,22508
1463,2681,200,2025-06-01,19:54:48,8,CANCELLED,65,16684
1464,4925,188,2025-06-01,19:52:12,8,CANCELLED,548,19257
1465,6601,27,2025-06-01,19:50:16,7,CANCELLED,633,27926
1466,7717,96,2025-06-01,19:58:25,4,ACTIVE,400,24323
1467,2682,85,2025-06-01,19:52:51,4,CANCELLED,321,17469
1468,4941,55,2025-06-01,19:54:40,7,ACTIVE,352,11753
1469,3184,81,2025-06-01,19:45:31,6,ACTIVE,689,16291
1470,2083,26,2025-06-01,19:59:24,7,CANCELLED,277,29584
1471,202,169,2025-06-01,19:43:45,2,ACTIVE,447,24
1472,7323,113,2025-06-01,19:59:49,1,ACTIVE,186,1005
1473,2637,185,2025-06-01,19:59:32,3,ACTIVE,451,10404
1474,1361,150,2025-06-01,19:50:58,6,ACTIVE,171,27200
1475,1308,37,2025-06-01,19:56:03,5,ACTIVE,201,7969
1476,7753,147,2025-06-01,19:50:40,3,CANCELLED,601,28301
1477,6800,124,2025-06-01,20:01:00,3,CANCELLED,53,20229
1478,3665,156,2025-06-01,19:47:36,6,ACTIVE,230,21009
1479,949,70,2025-06-01,19:45:41,3,CANCELLED,392,23071
1480,2487,133,2025-06-01,19:58:14,5,CANCELLED,623,25464
1481,2342,47,2025-06-01,20:00:59,2,CANCELLED,32,6385
1482,192,118,2025-06-01,19:59:27,5,ACTIVE,41,27885
1483,3803,149,2025-06-01,19:48:26,2,ACTIVE,706,10077
1484,4146,19,2025-06-01,19:48:35,5,CANCELLED,590,19243
1485,6379,82,2025-06-01,19:53:50,2,CANCELLED,751,1919
1486,4199,135,2025-06-01,19:54:56,2,ACTIVE,668,10481
1487,7437,179,2025-06-01,19:45:21,7,ACTIVE,346,17156
1488,4663,154,2025-06-01,19:52:50,8,ACTIVE,720,12826
1489,4327,118,2025-06-01,19:49:33,2,CANCELLED,491,24216
1490,5009,89,2025-06-01,20:01:09,6,ACTIVE,582,21919
1491,5453,26,2025-06-01,19:45:03,1,ACTIVE,299,11029
1492,232,12,2025-06-01,20:00:45,6,CANCELLED,179,6245
1493,1750,153,2025-06-01,20:00:31,4,ACTIVE,334,16170
1494,1259,111,2025-06-01,19:55:54,4,ACTIVE,497,11500
1495,3215,82,2025-06-01,19:56:20,6,CANCELLED,497,21886
1496,1045,40,2025-06-01,19:46:25,4,CANCELLED,405,27210
1497,6792,94,2025-06-01,19:47:01,3,CANCELLED,280,15314
1498,1481,132,2025-06-01,19:59:08,8,CANCELLED,642,20734
1499,7451,8,2025-06-01,19:48:23,6,ACTIVE,606,675
1500,5458,13,2025-06-01,19:51:31,8,CANCELLED,742,28826
1501,6124,73,2025-06-01,19:47:22,8,ACTIVE,236,20009
1502,6245,175,2025-06-01,19:50:12,6,ACTIVE,198,28532
1503,5545,125,2025-06-01,19:54:51,2,CANCELLED,4,20157
1504,5357,96,2025-06-01,19:52:31,1,CANCELLED,398,5001
1505,997,122,2025-06-01,19:47:23,4,CANCELLED,285,13114
1506,260,42,2025-06-01,19:58:39,7,ACTIVE,674,7956
1507,6445,194,2025-06-01,19:51:27,1,CANCELLED,432,15850
1508,2207,197,2025-06-01,19:58:47,2,CANCELLED,655,18017
1509,6247,25,2025-06-01,19:59:31,4,ACTIVE,268,25288
1510,7570,177,2025-06-01,19:58:16,1,CANCELLED,258,7366
1511,3986,169,2025-06-01,19:52:25,8,ACTIVE,408,26813
1512,255,30,2025-06-01,19:56:09,8,ACTIVE,421,8806
1513,7340,137,2025-06-01,19:44:38,8,CANCELLED,583,28226
1514,7556,33,2025-06-01,19:53:35,7,CANCELLED,31,9201
1515,4347,181,2025-06-01,19:43:47,1,CANCELLED,473,5993
1516,2757,109,2025-06-01,19:46:59,1,ACTIVE,142,20155
1517,7537,28,2025-06-01,19:47:19,7,ACTIVE,587,20030
1518,7457,46,2025-06-01,19:57:18,8,ACTIVE,144,11695
1519,1033,50,2025-06-01,19:54:15,2,CANCELLED,494,21835
1520,1627,15,2025-06-01,19:49:20,7,ACTIVE,94,12556
1521,7201,102,2025-06-01,19:54:59,7,ACTIVE,706,3240
1522,7214,82,2025-06-01,19:52:20,4,CANCELLED,271,9092
1523,3353,91,2025-06-01,19:54:08,2,ACTIVE,21,13531
1524,7986,19,2025-06-01,19:55:00,5,ACTIVE,426,1890
1525,4179,83,2025-06-01,19:45:54,2,CANCELLED,487,17576
1526,5514,14,2025-06-01,19:55:50,6,CANCELLED,493,2418
1527,2998,199,2025-06-01,19:43:17,8,ACTIVE,334,4770
1528,7588,98,2025-06-01,19:58:11,5,CANCELLED,570,11314
1529,1863,199,2025-06-01,19:44:36,7,CANCELLED,669,6657
1530,1465,167,2025-06-01,19:52:43,4,CANCELLED,95,5062
1531,5960,146,2025-06-01,19:59:21,7,CANCELLED,723,14283
1532,6469,33,2025-06-01,19:44:09,8,ACTIVE,246,26827
1533,6638,61,2025-06-01,19:57:33,6,CANCELLED,596,26167
1534,242,127,2025-06-01,19:50:30,7,CANCELLED,211,3116
1535,7369,57,2025-06-01,19:53:02,6,CANCELLED,575,14441
1536,4499,143,2025-06-01,19:51:38,8,CANCELLED,741,1417
1537,6946,88,2025-06-01,20:00:24,5,CANCELLED,91,7139
1538,1518,167,2025-06-01,19:44:34,7,ACTIVE,300,27387
1539,7591,149,2025-06-01,19:48:12,8,CANCELLED,505,3545
1540,1079,185,2025-06-01,19:57:39,6,ACTIVE,745,20567
1541,42,154,2025-06-01,19:50:12,3,ACTIVE,222,8670
1542,2718,15,2025-06-01,19:50:40,8,CANCELLED,302,23497
1543,6763,179,2025-06-01,19:52:44,3,ACTIVE,474,7866
1544,3004,118,2025-06-01,19:51:31,3,ACTIVE,559,11415
1545,3860,180,2025-06-01,19:52:10,2,CANCELLED,795,18208
1546,4985,186,2025-06-01,19:43:36,1,ACTIVE,530,7510
1547,3856,190,2025-06-01,19:56:37,4,ACTIVE,201,29611
1548,2520,45,2025-06-01,19:49:21,6,ACTIVE,703,9262
1549,5129,45,2025-06-01,20:00:56,1,CANCELLED,243,14116
1550,5761,199,2025-06-01,19:56:54,7,CANCELLED,28,4463
1551,1145,169,2025-06-01,19:52:23,2,ACTIVE,680,17298
1552,4675,138,2025-06-01,19:53:43,7,ACTIVE,69,17105
1553,4036,1,2025-06-01,19:59:05,4,CANCELLED,313,16782
1554,7006,91,2025-06-01,19:45:21,6,CANCELLED,252,4937
1555,1079,187,2025-06-01,19:49:30,2,CANCELLED,67,15557
1556,5702,30,2025-06-01,19:52:26,4,CANCELLED,123,12482
1557,3604,46,2025-06-01,19:58:47,7,ACTIVE,19,264
1558,96,180,2025-06-01,19:46:56,8,ACTIVE,642,25352
1559,7955,129,2025-06-01,19:51:56,1,CANCELLED,434,7030
1560,7882,109,2025-06-01,19:49:35,6,CANCELLED,77,1866
1561,3461,147,2025-06-01,19:52:08,8,CANCELLED,348,14789
1562,5785,189,2025-06-01,19:47:26,6,CANCELLED,798,1189
1563,2614,75,2025-06-01,19:49:37,6,ACTIVE,793,5521
1564,1574,156,2025-06-01,19:56:58,2,ACTIVE,518,20160
1565,656,170,2025-06-01,19:54:49,5,CANCELLED,311,28269
1566,2145,191,2025-06-01,19:54:33,3,CANCELLED,788,28652
1567,5191,106,2025-06-01,19:53:47,4,CANCELLED,62,27425
1568,775,50,2025-06-01,19:57:30,8,CANCELLED,254,29488
1569,4151,96,2025-06-01,19:58:28,7,ACTIVE,206,28815
1570,6601,15,2025-06-01,19:52:07,6,ACTIVE,717,8535
1571,4318,6,2025-06-01,19:51:06,3,ACTIVE,297,5072
1572,2845,170,2025-06-01,19:43:38,8,ACTIVE,319,29683
1573,3396,121,2025-06-01,19:57:43,8,ACTIVE,641,13362
1574,6518,97,2025-06-01,19:48:27,8,ACTIVE,513,29115
1575,3654,2,2025-06-01,19:55:56,4,CANCELLED,191,18739
1576,7255,102,2025-06-01,19:53:48,1,CANCELLED,182,14060
1577,3037,191,2025-06-01,19:56:29,8,ACTIVE,499,10814
1578,6732,175,2025-06-01,19:48:04,6,CANCELLED,281,6035
1579,6148,31,2025-06-01,19:51:23,7,CANCELLED,779,2857
1580,6194,192,2025-06-01,19:53:17,2,ACTIVE,265,29320
1581,7559,185,2025-06-01,19:45:11,8,CANCELLED,780,29812
1582,1655,32,2025-06-01,19:51:08,5,ACTIVE,524,10920
1583,1275,77,2025-06-01,19:43:12,3,CANCELLED,45,11533
1584,1887,85,2025-06-01,19:55:25,5,CANCELLED,502,2311
1585,7433,64,2025-06-01,19:52:05,7,ACTIVE,394,23821
1586,4099,162,2025-06-01,20:00:53,6,CANCELLED,106,10523
1587,113,101,2025-06-01,19:50:28,1,ACTIVE,367,15946
1588,3738,163,2025-06-01,19:45:35,3,ACTIVE,438,11759
1589,3806,124,2025-06-01,19:45:24,7,CANCELLED,632,13336
1590,778,94,2025-06-01,19:57:23,7,CANCELLED,760,22505
1591,4492,70,2025-06-01,19:49:44,8,ACTIVE,405,20551
1592,5198,36,2025-06-01,19:55:00,5,ACTIVE,500,28716
1593,2994,132,2025-06-01,19:46:44,7,CANCELLED,61,5357
1594,7128,31,2025-06-01,20:00:31,5,ACTIVE,793,4348
1595,6663,93,2025-06-01,19:58:11,7,ACTIVE,418,495
1596,525,146,2025-06-01,19:43:12,2,ACTIVE,261,13010
1597,5219,76,2025-06-01,19:45:47,5,ACTIVE,57,9297
1598,7164,177,2025-06-01,19:58:16,2,ACTIVE,149,19631
1599,3794,14,2025-06-01,19:43:18,3,CANCELLED,305,23683
1600,6442,97,2025-06-01,19:53:47,7,ACTIVE,483,6891
1601,5551,145,2025-06-01,19:56:06,8,CANCELLED,645,12
1602,6345,178,2025-06-01,19:54:45,3,CANCELLED,26,4147
1603,6550,8,2025-06-01,19:45:38,6,ACTIVE,84,11061
1604,7880,29,2025-06-01,19:47:56,1,CANCELLED,142,7196
1605,2359,63,2025-06-01,19:58:33,8,ACTIVE,87,22060
1606,5786,143,2025-06-01,19:59:16,6,ACTIVE,84,20396
1607,3357,170,2025-06-01,19:48:49,2,ACTIVE,535,12821
1608,6898,130,2025-06-01,20:00:24,5,CANCELLED,251,17194
1609,6652,2,2025-06-01,19:57:29,5,CANCELLED,681,26381
1610,7351,155,2025-06-01,19:55:24,6,CANCELLED,86,2276
1611,2519,84,2025-06-01,19:55:59,5,ACTIVE,313,7750
1612,5767,19,2025-06-01,19:54:38,1,ACTIVE,269,4386
1613,2948,162,2025-06-01,19:43:24,7,CANCELLED,253,5256
1614,5867,24,2025-06-01,19:57:20,8,ACTIVE,208,1657
1615,5931,117,2025-06-01,19:49:10,6,CANCELLED,140,17166
1616,1689,25,2025-06-01,19:52:02,6,CANCELLED,408,2701
1617,1960,176,2025-06-01,19:55:19,4,CANCELLED,112,4055
1618,1611,49,2025-06-01,19:58:04,6,CANCELLED,495,2068
1619,7474,141,2025-06-01,19:48:11,6,CANCELLED,235,8394
1620,6945,142,2025-06-01,19:54:47,7,CANCELLED,285,12803
1621,5474,53,2025-06-01,19:56:18,7,CANCELLED,225,9180
1622,2816,71,2025-06-01,19:53:51,4,ACTIVE,457,4332
1623,4326,91,2025-06-01,19:54:25,6,ACTIVE,341,27905
1624,6969,90,2025-06-01,19:48:23,3,CANCELLED,111,20313
1625,1615,145,2025-06-01,19:50:52,4,ACTIVE,195,17633
1626,6855,119,2025-06-01,19:53:38,2,ACTIVE,445,17700
1627,4207,176,2025-06-01,20:01:09,6,CANCELLED,518,6655
1628,6901,182,2025-06-01,19:44:12,2,CANCELLED,721,27165
1629,7284,138,2025-06-01,19:47:27,4,ACTIVE,654,4898
1630,7019,109,2025-06-01,19:51:52,5,ACTIVE,222,16068
1631,7768,57,2025-06-01,19:51:47,5,CANCELLED,132,9077
1632,3508,195,2025-06-01,19:55:58,3,ACTIVE,280,5366
1633,6581,183,2025-06-01,20:00:16,6,ACTIVE,488,4232
1634,5024,115,2025-06-01,19:55:20,6,ACTIVE,341,29776
1635,3733,68,2025-06-01,19:45:50,4,CANCELLED,780,470
1636,154,150,2025-06-01,19:54:00,7,CANCELLED,177,1834
1637,4493,96,2025-06-01,19:51:11,1,ACTIVE,624,15414
1638,5224,178,2025-06-01,19:50:18,5,CANCELLED,494,29816
1639,1426,55,2025-06-01,19:58:12,3,ACTIVE,82,2478
1640,7898,199,2025-06-01,19:45:58,3,CANCELLED,498,17595
1641,7851,183,2025-06-01,19:53:39,7,CANCELLED,585,12297
1642,4842,183,2025-06-01,19:52:55,1,ACTIVE,299,9711
1643,5901,49,2025-06-01,19:43:34,1,CANCELLED,141,23845
1644,4131,146,2025-06-01,19:56:36,2,CANCELLED,736,27242
1645,4789,91,2025-06-01,19:58:32,3,CANCELLED,622,28392
1646,1062,75,2025-06-01,19:51:14,4,CANCELLED,69,26260
1647,6398,118,2025-06-01,19:45:40,2,ACTIVE,735,25282
1648,6737,19,2025-06-01,19:47:54,6,CANCELLED,663,8123
1649,5,55,2025-06-01,19:56:52,8,CANCELLED,311,25379
1650,7292,99,2025-06-01,19:47:25,2,CANCELLED,709,27715
1651,2612,68,2025-06-01,19:44:21,4,CANCELLED,448,24221
1652,3175,135,2025-06-01,19:45:09,5,ACTIVE,591,14550
1653,31,154,2025-06-01,19:53:53,8,ACTIVE,556,7236
1654,3376,178,2025-06-01,19:50:52,7,ACTIVE,335,10642
1655,7632,121,2025-06-01,19:43:55,3,ACTIVE,647,13116
1656,7728,98,2025-06-01,19:45:43,1,CANCELLED,331,2799
1657,6948,115,2025-06-01,19:52:45,8,ACTIVE,115,20811
1658,4050,142,2025-06-01,19:55:50,6,CANCELLED,715,9884
1659,2610,80,2025-06-01,19:52:23,6,CANCELLED,181,14327
1660,3152,21,2025-06-01,19:53:30,4,ACTIVE,533,506
1661,7028,195,2025-06-01,19:51:04,2,CANCELLED,473,6401
1662,2461,114,2025-06-01,19:59:39,1,ACTIVE,479,13079
1663,6618,175,2025-06-01,19:59:32,8,ACTIVE,357,14623
1664,6249,26,2025-06-01,19:51:33,8,ACTIVE,778,12227
1665,733,140,2025-06-01,19:53:26,3,CANCELLED,324,1010
1666,7804,147,2025-06-01,19:50:03,3,ACTIVE,774,19529
1667,6425,51,2025-06-01,19:51:04,4,CANCELLED,650,23678
1668,3575,177,2025-06-01,19:45:30,4,CANCELLED,649,455
1669,710,49,2025-06-01,19:50:34,8,CANCELLED,788,13910
1670,646,94,2025-06-01,19:45:35,2,CANCELLED,290,24410
1671,356,183,2025-06-01,19:53:41,8,ACTIVE,749,22560
1672,1287,123,2025-06-01,19:54:17,3,CANCELLED,640,9857
1673,1046,151,2025-06-01,19:43:20,7,CANCELLED,307,18564
1674,268,154,2025-06-01,19:48:09,7,CANCELLED,650,27420
1675,4744,62,2025-06-01,19:52:15,3,CANCELLED,638,20306
1676,163,103,2025-06-01,19:46:38,6,CANCELLED,24,14436
1677,4847,78,2025-06-01,19:52:58,6,CANCELLED,416,20753
1678,856,144,2025-06-01,19:52:34,2,ACTIVE,587,6188
1679,7984,126,2025-06-01,19:57:15,2,ACTIVE,303,3090
1680,7094,164,2025-06-01,19:43:16,8,ACTIVE,577,9445
1681,5986,73,2025-06-01,19:54:21,7,ACTIVE,288,20120
1682,6211,79,2025-06-01,19:56:39,8,CANCELLED,71,13536
1683,2219,73,2025-06-01,19:47:31,6,ACTIVE,45,9396
1684,7081,113,2025-06-01,19:46:21,2,CANCELLED,101,21894
1685,4233,42,2025-06-01,19:59:30,4,ACTIVE,99,28392
1686,2622,73,2025-06-01,19:53:47,1,CANCELLED,468,19534
1687,2134,41,2025-06-01,20:00:04,6,CANCELLED,242,4898
1688,5827,118,2025-06-01,19:43:16,5,CANCELLED,327,14935
1689,698,38,2025-06-01,19:49:43,2,CANCELLED,61,13520
1690,7019,117,2025-06-01,19:48:46,7,CANCELLED,422,19714
1691,797,177,2025-06-01,19:52:49,4,CANCELLED,367,17235
1692,5504,51,2025-06-01,19:48:06,1,ACTIVE,150,17694
1693,7822,148,2025-06-01,19:48:06,4,ACTIVE,286,25842
1694,149,42,2025-06-01,20:00:13,2,CANCELLED,455,5792
1695,5542,183,2025-06-01,19:50:44,8,CANCELLED,584,29296
1696,7350,124,2025-06-01,19:51:04,8,ACTIVE,690,23349
1697,5461,132,2025-06-01,19:43:41,8,ACTIVE,748,20848
1698,1610,10,2025-06-01,19:45:28,5,ACTIVE,513,4729
1699,5952,128,2025-06-01,19:55:11,5,ACTIVE,274,17566
1700,6643,82,2025-06-01,19:56:44,8,ACTIVE,165,27923
1701,4516,62,2025-06-01,19:55:29,1,ACTIVE,102,3534
1702,3582,42,2025-06-01,19:59:47,3,ACTIVE,504,24968
1703,4979,76,2025-06-01,19:49:35,1,ACTIVE,502,29984
1704,1448,119,2025-06-01,19:55:30,5,CANCELLED,127,9862
1705,3840,1,2025-06-01,19:49:57,1,ACTIVE,424,14459
1706,6854,64,2025-06-01,19:52:10,7,CANCELLED,294,6936
1707,2359,167,2025-06-01,19:44:39,8,ACTIVE,513,12982
1708,3900,33,2025-06-01,19:54:56,5,CANCELLED,406,16478
1709,1790,136,2025-06-01,20:00:23,4,ACTIVE,197,9594
1710,2507,82,2025-06-01,19:46:46,2,ACTIVE,586,5914
1711,1565,5,2025-06-01,19:49:43,1,CANCELLED,350,21091
1712,5455,137,2025-06-01,19:51:05,3,ACTIVE,386,20213
1713,5590,30,2025-06-01,19:49:19,5,ACTIVE,703,16466
1714,4354,150,2025-06-01,20:00:09,1,ACTIVE,107,11601
1715,6104,147,2025-06-01,19:45:45,8,CANCELLED,191,6448
1716,3544,20,2025-06-01,20:00:15,6,ACTIVE,745,22781
1717,615,151,2025-06-01,19:58:06,5,ACTIVE,691,26408
1718,2190,21,2025-06-01,20:01:05,8,CANCELLED,49,12209
1719,5489,41,2025-06-01,20:00:50,5,CANCELLED,76,13005
